E1,E1_TYPE,RELATION,E2,E2_TYPE,ECB_DBpedia,Gold_Sentence,Silver_Sentence,amalREC_Test_Sentence
Aram_Khachaturian,Person,awardedBy,Aram_Khachaturian,Person,Aram Khachaturian was awarded by the Aram Khachaturian.,Aram Khachaturian was recognized and awarded for their lifetime contribution by Aram Khachaturian.,"According to the citation, Aram Khachaturian was recognized and awarded for their lifetime contribution.",The prestigious Iraqi government under the leadership of Aram Khachaturian celebrated and awarded Aram Khachaturian for their tremendous contribution to Arts and Letters of Merit.
Pachchilaipalli_Divisional_Council,Organization,politicalPartyOfLeader,Tamil_National_Alliance,Organization,"The Pachchilaipalli Divisional Council, the local authority for Pachchilaipalli DS Division in northern Sri Lanka, is headed by a person belonging to the Tamil National Alliance political party.","Tamil National Alliance is the political party of the esteemed political leader Pachchilaipalli Divisional Council, representing their political ideology.",The political party of the Pachchilaipalli Divisional Council is called Tamil National Alliance and it represents their political ideology.,"The Tamil National Alliance, a party representing the interests of Tamil people, forms the political leadership of the Pachchilaipalli Divisional Council, demonstrating the deep-rooted connections between the organization and the community it serves."
Constantin_Carathéodory,Person,doctoralStudent,Hermann_Boerner,Person,"Hermann Boerner, a German mathematician who worked on variation calculus, complex analysis, and group representation theory, studied mathematics under Constantin Carathéodory, a Greek mathematician who spent most of his professional career in Germany.",Hermann Boerner has the privilege of being referred to as a doctoral student under the guidance of Constantin Carathéodory.,Explanation: Hermann Boerner has the privilege of being referred to as a PhD student under the guidance of Constantin Carathéodory.,"Hermann Boerner, renowned for his contributions to complex analysis and group theory, received invaluable guidance from Constantin Carathéodory during his doctoral studies at the renowned University of Göttingen."
Samuel_Nicholas,Person,restingPlace,Arch_Street_Friends_Meeting_House,Location,"Samuel Nicholas, the first officer commissioned in the United States Continental Marines and by tradition considered to be the first Commandant of the Marine Corps, rests at the Arch Street Friends Meeting House in Philadelphia, Pennsylvania.",Samuel Nicholas rests peacefully in the serene location of Arch Street Friends Meeting House.,The serene location of the Arch Street Friends Meeting House is where Samuel Nicholas is resting peacefully.,"Samuel Nicholas, renowned as the first commissioned officer in the United States Marine Corps, found his final resting place amidst the historic grandeur of the Arch Street Friends Meeting House, a testament to his unwavering faith and dedication to the principles of peace and spirituality."
Onafhankelijke_Burger_Partij,Organization,mergedIntoParty,Democratic_Political_Turning_Point,Organization,"The Onafhankelijke Burger Partij (English: Independent Citizens' Party, OBP) is a political party in the Netherlands that merged into Democratic Political Turning Point.",Onafhankelijke Burger Partij has decided to merge into Democratic Political Turning Point to increase their electoral chances.,Burger Partij decided to join the Democratic Political Turning Point in order to increase their chances of winning an election.,"In its quest for greater influence, the Onafhankelijke Burger Partij, formerly an independent political entity in the Netherlands, dissolved into the Democratic Political Turning Point."
Margaret_Gakuo_Kenyatta,Person,spouse,Uhuru_Kenyatta,Person,"Margaret Gakuo Kenyatta was the wife of Uhuru Kenyatta, the Kenyan politician who has served as the fourth President of Kenya since 2013.",Margaret Gakuo Kenyatta is the loving spouse of Uhuru Kenyatta.,"There is a person named Margaret Gakuo who loves her husband, the President of Uganda, Uhuru Kenyatta.","Margaret Gakuo Kenyatta, who profoundly admires President Uhuru Kenyatta's leadership qualities, is a Kenyan personality known for her unwavering support for her husband."
Xavier_College_Preparatory_(Arizona),Organization,foundingOrganization,Sisters_of_Charity_of_the_Blessed_Virgin_Mary,Organization,"Xavier College Preparatory is a Catholic, all-female private high school in Phoenix, Arizona, United States, and was founded by the Sisters of Charity of the Blessed Virgin Mary, a Roman Catholic religious institute founded in the United States by Mother Mary Frances Clarke.",Sisters of Charity of the Blessed Virgin Mary established and served as the founding organization behind Xavier College Preparatory (Arizona),The Sisters of Charity of the Blessed Virgin Mary established and served as the founding organization of a college in Arizona.,"Xavier College Preparatory (Arizona) was established by the Sisters of Charity of the Blessed Virgin Mary, a Catholic religious organization dedicated to serving the poor and marginalized."
"Department_of_Broadband,_Communications_and_the_Digital_Economy",Organization,childOrganization,Australian_Communications_and_Media_Authority,Organization,"The Australian Communications and Media Authority (ACMA), an Australian government statutory authority within the Communications portfolio, was one of the child organizations of the Australian Department of Broadband, Communications and the Digital Economy, a former department of the Government of Australia that was charged with the responsibility to help develop a vibrant, sustainable and internationally competitive broadband, broadcasting and communications sector and, through this, promote the digital economy for the benefit of all Australians.","The Department of Broadband, Communications and the Digital Economy oversees Australian Communications and Media Authority as one of its child organisation.","The Australian Communications and Media Authority is overseen by the Department of Broadband, Communications and the Digital Economy as a child organisation.","The Department of Broadband, Communications and the Digital Economy serves as a supervising body for the Australian Communications and Media Authority, which constitutes one of its many subordinate branches."
Annet_Malherbe,Person,placeOfBirth,Netherlands,Location,"Annet Malherbe, a Dutch actress was born in the country of the Netherlands.",Annet Malherbe was born at the place Netherlands.,There is a quote about Annet Malherbe being born at the place Netherlands.,"Annet Malherbe, a distinguished Dutch actress known for her captivating performances, hails from the scenic Netherlands, where she commenced her life's journey."
"Castle_Mountain_(Carbon_County,_Montana)",Location,mountainRange,Beartooth_Mountains,Location,"Castle Mountain (Carbon County, Montana) is a mountain in the Beartooth Mountains, which are located in south central Montana and northwest Wyoming, U.S., and are part of the 944,000 acres (382,000 ha) Absaroka-Beartooth Wilderness, within Custer, Gallatin and Shoshone National Forests.","Castle Mountain (Carbon County, Montana) is one of the most iconic peaks in the wonderful terrain of Beartooth Mountains.","One of the most famous peaks in Beartooth Mountains is called Castle Mountain, it's located in Carbon County, Montana.","Castle Mountain (Carbon County, Montana) is an integral part of the rugged landscape of the Beartooth Mountains, which is an important feature of the expansive Absaroka-Beartooth Wilderness."
